GFE_ID,WATERBODY,BroodYear,WATERSHED_CDE,SPECIES_QUALIFIED,StatArea.CU,CU_NAME,AREA,Total.ER,Age3,Age4,Age5,Age6,Stock_source,Age_source,ER_source,flag,MAX_ESTIMATE,Recruits,Returns
1119,ADAM RIVER,1975,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.06533468917155574,0.563003677,0.403787627,0.033208696,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1976,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.08060589321476404,0.148130862,0.837398279,0.014470859,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1977,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.020076349834193024,0.234392947,0.743433053,0.022174,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1978,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.07730508804227493,0.142596397,0.836743309,0.020660293,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1979,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.014954498184521313,0.363502131,0.468821864,0.167676005,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1980,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.0484301530887865,0.282814359,0.709842824,0.007342816,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1981,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.007667400603094437,0.138790193,0.794168918,0.067040888,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1982,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.08283295562936045,0.194338101,0.725085861,0.080576039,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1983,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.012607005810541083,0.17545752,0.559505096,0.264580855,4.56529e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1984,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.004275661328296618,0.492194218,0.460534284,0.045498646,0.0017728520000000001,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1985,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.02081184439356925,0.370820705,0.605432917,0.023746378,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1986,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.056325520951854946,0.112026474,0.799713213,0.088260313,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1987,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.009725497685793975,0.107184036,0.760114635,0.132491723,2.09605e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1988,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.06202066634522468,0.067719023,0.793794816,0.137845503,0.003546099,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1989,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.04865568470207975,0.121743489,0.635453626,0.238942462,0.003860422,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1990,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.06619603066576259,0.011478832,0.92783509,0.059932613,7.53466e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1991,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.022279353481217158,0.130959458,0.45693836,0.410616461,0.001485721,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1992,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.07392500869169343,0.037362136,0.877477468,0.081375433,0.003784963,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1993,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.055977356478630974,0.044506774,0.699309101,0.251401203,0.004782922,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1994,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.06494034813266805,0.097864748,0.64105794,0.252010048,0.009067263,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,1250,NA,1336.8131086650205
1119,ADAM RIVER,1995,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.041742763902656785,0.202224658,0.575100681,0.209931475,0.012743185,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,150,NA,156.53416885313501
1119,ADAM RIVER,1996,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.024969394087251257,0.236010961,0.673546814,0.083631793,0.006810432,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1997,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.016311265157114552,0.136149443,0.816562034,0.046408017,7.16801e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1998,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.04138014121112978,0.12256204,0.828015044,0.048649393,7.73523e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,NA,NA
1119,ADAM RIVER,1999,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.012065641272072637,0.125920036,0.670742577,0.201360187,0.0019772,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,71.68801464762373,NA
1119,ADAM RIVER,2000,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.042789999857837636,0.098899426,0.837313443,0.05901642,0.004770711,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,36.81417591119522,NA
1119,ADAM RIVER,2001,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.01664830253313995,0.283833921,0.686866081,0.029299997,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,NA,17.937612873583408,NA
1119,ADAM RIVER,2002,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.025168452993931882,0.199157059,0.675227201,0.125615739,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,25,35.34325449608422,25.64545646556141
1119,ADAM RIVER,2003,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.03612073592785603,0.103552054,0.849815148,0.045304824,0.001327974,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,63,139.8984965160841,65.36088320215654
1119,ADAM RIVER,2004,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.043581382260099756,0.16331283,0.605765883,0.230921287,0.00295858,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,45,49.54410483197541,47.050527002850366
1119,ADAM RIVER,2005,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.04607044992114678,0.130621709,0.733028191,0.122764228,0.013585871,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,12,39.24890508422248,12.5795453123431
1119,ADAM RIVER,2006,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.0469704228532605,0.167,0.792,0.041,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,24,3.556787327178375,25.182849069441506
1119,ADAM RIVER,2007,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.008436570969454845,0.04040404,0.863636364,0.095959596,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,141,14.246607429256827,142.1996776725178
1119,ADAM RIVER,2008,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.01899176863493244,0.395008918,0.466461382,0.137358326,0.001171374,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,92,11.393603544915162,93.78106835248722
1119,ADAM RIVER,2009,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.020004938666068554,0.037342421,0.907822746,0.052348022,0.002486811,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,1,7.94815536869155,1.0204133055924165
1119,ADAM RIVER,2010,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.010277350720589428,0.2275281,0.562395504,0.210076396,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,6,6.0693955785180105,6.062304428789654
1119,ADAM RIVER,2011,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.03401619605008496,0.017723127,0.963936844,0.017592154,7.47876e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,6,13.990723843787162,6.2112842632205165
1119,ADAM RIVER,2012,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.012945372489872927,0.13688274986113905,0.5271601462043068,0.335957103934554,0,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,20,12.942191647805544,20.26230306062245
1119,ADAM RIVER,2013,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.02756164788979506,0.07283656310311008,0.7980283061630786,0.11499346237681181,0.01414166835699941,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,5,NA,5.141714113958925
1119,ADAM RIVER,2014,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.01861503239065343,0.08197777458094001,0.7091054191127029,0.2068013303783552,0.002115475928001907,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,5,NA,5.094840623226579
1119,ADAM RIVER,2015,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.037531004369923474,0.2633875959945129,0.6370860487347006,0.09867253058638865,8.538246843977686e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,20,NA,20.779890147949214
1119,ADAM RIVER,2016,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.01880451038667657,0.050826697368566535,0.9025116416135271,0.04666166101790644,0.0044444444444444444,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,7,NA,7.134154278225036
1119,ADAM RIVER,2017,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.022889435451342303,0.23046324131575127,0.5690766625854558,0.2001492671498231,3.108289489698199e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,5,NA,5.117128175059264
1119,ADAM RIVER,2018,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,0.013586751662600054,0.30445832517624843,0.6487114342249999,0.04667784977896474,1.5239081978676855e-4,Data/NuSEDS/NuSEDS_20220309.csv,Data/From PSF/AgeComp(2018).xlsx,Data/From PSF/CU based Return year Reconstructions.xlsx,FALSE,40,NA,40.55095576566923
1119,ADAM RIVER,2019,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,NA,NA,NA,NA,NA,Data/NuSEDS/NuSEDS_20220309.csv,NA,NA,FALSE,172,NA,NA
1119,ADAM RIVER,2020,920-758000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-5,NORTHEAST VANCOUVER ISLAND,12,NA,NA,NA,NA,NA,Data/NuSEDS/NuSEDS_20220309.csv,NA,NA,FALSE,5,NA,NA
852,AHNUHATI RIVER,1950,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-9,UPPER KNIGHT,12,NA,NA,NA,NA,NA,Data/NuSEDS/NuSEDS_20220309.csv,NA,NA,FALSE,NA,NA,NA
852,AHNUHATI RIVER,1951,900-603000-00000-00000-0000-0000-000-000-000-000-000-000,CM,CM-9,UPPER KNIGHT,12,NA,NA,NA,NA,NA,Data/NuSEDS/NuSEDS_20220309.csv,NA,NA,FALSE,NA,NA,NA
